Trial,RestTime,LeftInput,RightInput,LeftPos_x,LeftPos_y,RightPos_x,RightPos_y,TargetPos_x,TargetPos_y,Course,
1,0.02,0,0,-7.998767,-0.4739817,7.997585,-0.442726,0.002658966,-0.9252185,0,
1,0.04,0,0,-7.998762,-0.4739178,7.997575,-0.4425713,0.002725872,-0.9240035,0,
1,0.06,0,0,-7.998756,-0.473854,7.997565,-0.4424165,0.002792764,-0.9227313,0,
1,0.08,0,0,-7.99875,-0.4737906,7.997555,-0.4422616,0.002859797,-0.9214008,0,
1,0.09999999,0,0,-7.998744,-0.4737275,7.997545,-0.4421068,0.002927142,-0.9200116,0,
1,0.12,0,0,-7.998739,-0.4736648,7.997535,-0.441952,0.002994932,-0.9185649,0,
1,0.14,0,0,-7.998733,-0.4736025,7.997525,-0.4417975,0.003063261,-0.9170628,0,
1,0.16,0,0,-7.998727,-0.4735406,7.997515,-0.4416433,0.003132198,-0.915508,0,
1,0.18,0,0,-7.998722,-0.4734792,7.997505,-0.4414893,0.003201745,-0.9139043,0,
1,0.2,0,0,-7.998716,-0.4734181,7.997495,-0.4413358,0.003271932,-0.9122562,0,
1,0.22,0,0,-7.99871,-0.4733574,7.997485,-0.4411826,0.00334274,-0.9105689,0,
1,0.24,0,0,-7.998704,-0.473297,7.997475,-0.4410298,0.00341412,-0.9088481,0,
1,0.26,0,0,-7.998699,-0.4732368,7.997465,-0.4408773,0.003486012,-0.9071002,0,
1,0.28,0,0,-7.998693,-0.4731767,7.997455,-0.4407252,0.003558324,-0.9053314,0,
1,0.3,0,0,-7.998687,-0.4731167,7.997445,-0.4405732,0.003630986,-0.9035482,0,
1,0.32,0,0,-7.998682,-0.4730564,7.997435,-0.4404213,0.003703901,-0.9017571,0,
1,0.34,0,0,-7.998676,-0.4729959,7.997425,-0.4402693,0.003776961,-0.8999643,0,
1,0.36,0,0,-7.99867,-0.4729349,7.997415,-0.4401172,0.003850062,-0.8981759,0,
1,0.38,0,0,-7.998664,-0.4728734,7.997405,-0.4399648,0.003923109,-0.8963972,0,
1,0.4,0,0,-7.998659,-0.472811,7.997395,-0.4398119,0.003996027,-0.8946335,0,
1,0.42,0,0,-7.998653,-0.4727478,7.997385,-0.4396585,0.004068757,-0.8928891,0,
1,0.4400001,0,0,-7.998647,-0.4726835,7.997375,-0.4395044,0.004141208,-0.8911679,0,
1,0.4600001,0,0,-7.998641,-0.4726182,7.997365,-0.4393496,0.004213355,-0.8894731,0,
1,0.4800001,0,0,-7.998636,-0.4725518,7.997355,-0.4391939,0.004285167,-0.8878072,0,
1,0.5000001,0,0,-7.99863,-0.4724841,7.997345,-0.4390373,0.004356599,-0.8861722,0,
1,0.52,0,0,-7.998624,-0.4724151,7.997335,-0.4388798,0.004427628,-0.8845693,0,
1,0.54,0,0,-7.998619,-0.472345,7.997326,-0.4387215,0.00449826,-0.8829996,0,
1,0.56,0,0,-7.998613,-0.4722737,7.997317,-0.4385623,0.004568506,-0.8814632,0,
1,0.58,0,0,-7.998607,-0.4722012,7.997309,-0.4384022,0.004638393,-0.8799601,0,
1,0.6,0,0,-7.998601,-0.4721277,7.9973,-0.4382414,0.004707935,-0.8784897,0,
1,0.6199999,0,0,-7.998596,-0.4720532,7.997292,-0.4380799,0.004777156,-0.8770516,0,
1,0.6399999,0,0,-7.99859,-0.4719779,7.997283,-0.4379178,0.004846101,-0.8756447,0,
1,0.6599999,0,0,-7.998584,-0.4719017,7.997274,-0.4377553,0.004914792,-0.8742679,0,
1,0.6799999,0,0,-7.998579,-0.471825,7.997266,-0.4375923,0.004983241,-0.8729201,0,
