Trial,RestTime,LeftInput,RightInput,LeftPos_x,LeftPos_y,RightPos_x,RightPos_y,TargetPos_x,TargetPos_y,Course,
1,0.02,0,0,-7.998799,-0.4750411,7.997519,-0.4440211,0.004695672,-0.9966176,0,
1,0.04,0,0,-7.998794,-0.4749785,7.997509,-0.4438703,0.00477407,-0.995325,0,
1,0.06,0,0,-7.998788,-0.4749164,7.997499,-0.4437196,0.004853461,-0.9939564,0,
1,0.08,0,0,-7.998782,-0.474855,7.997488,-0.4435688,0.004933946,-0.9925133,0,
1,0.09999999,0,0,-7.998776,-0.4747941,7.997478,-0.4434181,0.005015549,-0.9909984,0,
1,0.12,0,0,-7.998771,-0.4747338,7.997468,-0.4432676,0.005098278,-0.9894155,0,
1,0.14,0,0,-7.998765,-0.474674,7.997458,-0.4431171,0.005182104,-0.9877691,0,
1,0.16,0,0,-7.998759,-0.4746147,7.997448,-0.4429668,0.005266926,-0.9860646,0,
1,0.18,0,0,-7.998754,-0.4745558,7.997438,-0.4428166,0.00535269,-0.9843082,0,
1,0.2,0,0,-7.998748,-0.4744973,7.997428,-0.4426665,0.005439266,-0.9825068,0,
1,0.22,0,0,-7.998742,-0.474439,7.997418,-0.4425165,0.0055265,-0.9806675,0,
1,0.24,0,0,-7.998736,-0.4743808,7.997408,-0.4423665,0.005614225,-0.9787982,0,
1,0.26,0,0,-7.998731,-0.4743226,7.997398,-0.4422165,0.005702297,-0.9769065,0,
1,0.28,0,0,-7.998725,-0.4742642,7.997388,-0.4420664,0.00579051,-0.9750005,0,
1,0.3,0,0,-7.998719,-0.4742055,7.997378,-0.4419161,0.005878679,-0.9730876,0,
1,0.32,0,0,-7.998713,-0.4741464,7.997368,-0.4417654,0.005966635,-0.9711752,0,
1,0.34,0,0,-7.998708,-0.4740866,7.997358,-0.4416143,0.006054195,-0.9692705,0,
1,0.36,0,0,-7.998702,-0.4740261,7.997348,-0.4414626,0.006141198,-0.9673796,0,
1,0.38,0,0,-7.998696,-0.4739645,7.997338,-0.4413103,0.006227489,-0.9655089,0,
1,0.4,0,0,-7.998691,-0.473902,7.997328,-0.4411573,0.006312923,-0.9636633,0,
1,0.42,0,0,-7.998685,-0.4738382,7.997318,-0.4410034,0.006397391,-0.9618475,0,
1,0.4400001,0,0,-7.998679,-0.4737732,7.997308,-0.4408486,0.006480777,-0.9600652,0,
1,0.4600001,0,0,-7.998673,-0.4737068,7.997298,-0.440693,0.006563029,-0.9583197,0,
