Trial,RestTime,LeftInput,RightInput,LeftPos_x,LeftPos_y,RightPos_x,RightPos_y,TargetPos_x,TargetPos_y,Course,
1,0.02,0,0,-7.998801,-0.4724092,7.99752,-0.4429171,0.004124925,-0.99789,0,
1,0.04,0,0,-7.998795,-0.4723398,7.99751,-0.4427703,0.004199709,-0.9966512,0,
1,0.06,0,0,-7.998789,-0.4722711,7.9975,-0.4426234,0.00427702,-0.995341,0,
1,0.08,0,0,-7.998784,-0.4722032,7.99749,-0.4424764,0.004356916,-0.9939597,0,
1,0.09999999,0,0,-7.998778,-0.4721361,7.99748,-0.4423294,0.004439435,-0.9925091,0,
1,0.12,0,0,-7.998772,-0.4720697,7.99747,-0.4421824,0.004524541,-0.9909917,0,
1,0.14,0,0,-7.998766,-0.4720041,7.99746,-0.4420355,0.00461215,-0.9894114,0,
1,0.16,0,0,-7.998761,-0.4719391,7.99745,-0.4418887,0.004702112,-0.9877728,0,
1,0.18,0,0,-7.998755,-0.4718749,7.99744,-0.441742,0.004794224,-0.9860812,0,
1,0.2,0,0,-7.998749,-0.4718111,7.99743,-0.4415954,0.004888288,-0.9843429,0,
1,0.22,0,0,-7.998744,-0.4717479,7.99742,-0.441449,0.004984016,-0.9825646,0,
1,0.24,0,0,-7.998738,-0.471685,7.99741,-0.4413026,0.005081153,-0.9807532,0,
1,0.26,0,0,-7.998732,-0.4716223,7.9974,-0.4411562,0.005179374,-0.9789163,0,
1,0.28,0,0,-7.998726,-0.4715597,7.99739,-0.4410097,0.005278363,-0.9770612,0,
1,0.3,0,0,-7.998721,-0.471497,7.99738,-0.4408631,0.005377799,-0.9751951,0,
1,0.32,0,0,-7.998715,-0.4714339,7.99737,-0.4407163,0.005477363,-0.9733252,0,
1,0.34,0,0,-7.998709,-0.4713703,7.99736,-0.440569,0.005576729,-0.9714585,0,
1,0.36,0,0,-7.998703,-0.471306,7.99735,-0.4404214,0.005675589,-0.9696012,0,
1,0.38,0,0,-7.998698,-0.4712408,7.99734,-0.4402731,0.005773647,-0.9677593,0,
1,0.4,0,0,-7.998692,-0.4711747,7.99733,-0.4401242,0.005870649,-0.9659378,0,
1,0.42,0,0,-7.998686,-0.4711074,7.99732,-0.4399746,0.00596633,-0.9641413,0,
1,0.4400001,0,0,-7.998681,-0.4710388,7.99731,-0.4398242,0.006060479,-0.9623737,0,
1,0.4600001,0,0,-7.998675,-0.4709688,7.9973,-0.4396729,0.006152894,-0.9606382,0,
1,0.4800001,0,0,-7.998669,-0.4708975,7.99729,-0.4395208,0.006243445,-0.9589372,0,
1,0.5000001,0,0,-7.998663,-0.4708247,7.99728,-0.4393678,0.006332003,-0.9572728,0,
1,0.52,0,0,-7.998658,-0.4707505,7.99727,-0.4392141,0.006418467,-0.955646,0,
1,0.54,0,0,-7.998652,-0.4706747,7.99726,-0.4390595,0.006502806,-0.9540575,0,
1,0.56,0,0,-7.998646,-0.4705976,7.99725,-0.4389042,0.006585001,-0.9525076,0,
1,0.58,0,0,-7.998641,-0.4705192,7.99724,-0.4387484,0.006665051,-0.9509962,0,
1,0.6,0,0,-7.998635,-0.4704396,7.99723,-0.438592,0.006743009,-0.9495226,0,
1,0.6199999,0,0,-7.998629,-0.4703588,7.99722,-0.4384352,0.006818942,-0.948086,0,
1,0.6399999,0,0,-7.998623,-0.470277,7.99721,-0.4382781,0.00689294,-0.9466854,0,
1,0.6599999,0,0,-7.998618,-0.4701943,7.9972,-0.4381208,0.006965121,-0.9453194,0,
1,0.6799999,0,0,-7.998612,-0.4701108,7.99719,-0.4379634,0.007035621,-0.9439869,0,
1,0.6999999,0,0,-7.998606,-0.4700267,7.99718,-0.4378059,0.00710458,-0.9426863,0,
1,0.7199998,0,0,-7.9986,-0.4699421,7.997169,-0.4376485,0.007172156,-0.9414161,0,
1,0.7399998,0,0,-7.998595,-0.4698571,7.997159,-0.4374912,0.007238519,-0.9401746,0,
1,0.7599998,0,0,-7.998589,-0.4697718,7.997149,-0.4373341,0.007303847,-0.9389604,0,
1,0.7799998,0,0,-7.998583,-0.4696863,7.997139,-0.4371772,0.007368335,-0.9377719,0,
1,0.7999998,0,0,-7.998578,-0.4696007,7.997129,-0.4370205,0.00743216,-0.9366072,0,
1,0.8199998,0,0,-7.998572,-0.4695151,7.997119,-0.436864,0.007495479,-0.9354649,0,
1,0.8399997,0,0,-7.998566,-0.4694295,7.997109,-0.4367077,0.007558528,-0.934343,0,
1,0.8599997,0,0,-7.99856,-0.469344,7.997099,-0.4365515,0.007621467,-0.9332399,0,
1,0.8799997,0,0,-7.998555,-0.4692585,7.997089,-0.4363955,0.007684472,-0.9321537,0,
1,0.8999997,0,0,-7.998549,-0.4691733,7.997079,-0.4362395,0.007747738,-0.9310825,0,
1,0.9199997,0,0,-7.998543,-0.4690881,7.997069,-0.4360836,0.007811414,-0.9300245,0,
1,0.9399996,0,0,-7.998538,-0.4690031,7.997059,-0.4359275,0.007875662,-0.9289775,0,
1,0.9599996,0,0,-7.998532,-0.4689183,7.997049,-0.4357714,0.007940627,-0.9279396,0,
1,0.9799996,0,0,-7.998526,-0.4688337,7.997039,-0.4356151,0.00800643,-0.9269089,0,
