PC1,PC2,PC3,PC4
-1.1093605525133066,0.8711534409742524,2.7466518937548745,1.1804833791673583
-0.21291516463147278,-1.368618697944738,-0.8106668243871226,0.3570295002911805
-1.5206383526149128,-0.5943297616413814,-0.7355062799185063,0.09309569774033734
-1.8903113599362007,-0.7220015239846551,0.6953595794107388,-0.9751601965089262
0.12256391318602258,0.039771866286142085,-0.2942815577582141,-1.15008242247483
-1.0483653333675198,0.5322885509636255,-0.36578104237739373,-0.3824986614349411
1.4832124666522184,0.24510965696849682,1.205180629059318,-0.5461303015505642
2.161891344097666,0.6693930319164025,-0.8542003999276072,2.1506477181865127
-2.2250712587279398,2.1635124778046686,2.0169236759135036,-2.149638460874808
0.28079972125766856,-0.8503765022726567,1.3176430577024356,-0.2420235037835546
0.924204399158797,2.684637822318404,1.1645568182834825,-2.2134505635308477
0.9638343932271557,-0.6425747507086562,1.4520444477362444,-0.047095905993677155
-0.702770799178434,-0.9619462151635575,-1.6905858990507716,0.5881314634553284
0.19041931577067173,0.7312976617649922,0.11960879070425384,-0.9755529769204935
1.3093839570053305,-1.2347203836264309,-0.984731840122659,-1.7728939063925429
2.9519717214135186,1.2592760617921825,-0.5144969409334194,1.2552701824417625
-2.2380555876164063,-1.1919037017818894,1.9148354719316194,-0.5364716917570973
-0.27276103818470304,-0.9859791385847761,0.39975340532038234,0.1988302514040654
-0.9081647661685327,-0.7163805005083647,-0.1620997311645683,1.2419707540371085
-0.7915265545476214,-0.46780780605384586,-0.007901941184773486,-4.596170005084676e-05
2.431726194206458,0.3566887042990587,0.40647444113525716,1.2632323761211057
1.6540576083456902,2.0461823898060874,0.25976731617127174,-0.5331501519146264
1.8760837127428613,1.5053283788629708,-1.1506143768717418,2.0271586559032913
0.2629080607765528,2.8366196029738857,-0.9569966192615307,1.4603779315920615
-1.4548994319735802,-0.7542515868979456,2.611380426362484,-1.728530625412389
-1.9697175727295282,-0.8729658936197294,-0.03956317349378824,-0.11809993726101593
1.0129380413154367,0.7606893168056311,-0.9098825247750139,-1.6816217217818026
